alertType,junctionName,coordinates_long,coordinates_lat,vehicleType,observationDateTime,junction_risk_score,vehicle_risk_score
SPEED_VIOLATION,Indiranagar-100ft-road,77.640656805373,12.975944145273564,Truck,2024-01-03 07:21:00,0.75,0.4
RED_LIGHT_VIOLATION,Silk-board-junction,77.6234676200265,12.917699733568202,Motorbike,2024-01-03 07:39:00,0.95,0.8
SPEED_VIOLATION,Silk-board-junction,77.62284179901498,12.916779988348518,Truck,2024-01-03 07:55:00,0.95,0.4
WRONG_WAY,Indiranagar-100ft-road,77.63973274518374,12.977333295867888,Truck,2024-01-03 08:27:00,0.75,0.4
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60426035191782,12.97575391296566,Car,2024-01-03 08:36:00,0.9,0.5
RED_LIGHT_VIOLATION,Hebbal-flyover,77.5906339395176,13.034960568296283,Motorbike,2024-01-03 08:54:00,0.85,0.8
RED_LIGHT_VIOLATION,Silk-board-junction,77.62451919176083,12.916269280859309,Auto,2024-01-03 08:57:00,0.95,0.6
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59241478426668,13.035947850266693,Auto,2024-01-03 09:13:00,0.85,0.6
WRONG_WAY,Indiranagar-100ft-road,77.64116377411239,12.977864794721315,Motorbike,2024-01-03 09:31:00,0.75,0.8
RED_LIGHT_VIOLATION,Hebbal-flyover,77.58993776334593,13.03677428382951,Bus,2024-01-03 10:10:00,0.85,0.3
RED_LIGHT_VIOLATION,Silk-board-junction,77.62218191671437,12.915037438585882,Bus,2024-01-03 10:23:00,0.95,0.3
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66918446294086,12.839185402618323,Motorbike,2024-01-03 10:26:00,0.4,0.8
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59607541081982,12.91038462044589,Auto,2024-01-03 10:36:00,0.7,0.6
WRONG_WAY,Indiranagar-100ft-road,77.64211544960759,12.977439358564263,Auto,2024-01-03 11:03:00,0.75,0.6
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59105662476892,13.03569552845725,Car,2024-01-03 11:40:00,0.85,0.5
RED_LIGHT_VIOLATION,Silk-board-junction,77.62072158353197,12.917088627383986,Auto,2024-01-03 12:28:00,0.95,0.6
RED_LIGHT_VIOLATION,Silk-board-junction,77.62101282366503,12.919581934738078,Auto,2024-01-03 13:34:00,0.95,0.6
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59558175038993,12.909801934288842,Car,2024-01-03 14:10:00,0.7,0.5
RED_LIGHT_VIOLATION,Electronic-city-toll,77.67274750887164,12.83912260477929,Auto,2024-01-03 14:26:00,0.4,0.6
RED_LIGHT_VIOLATION,MG-Road-brigade,77.6065482178713,12.975956768270724,Motorbike,2024-01-03 14:45:00,0.9,0.8
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60582270112523,12.974748893422404,Car,2024-01-03 15:50:00,0.9,0.5
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64092249147633,12.97857033642321,Motorbike,2024-01-03 15:58:00,0.75,0.8
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61261137898481,12.935652185087037,Auto,2024-01-03 16:18:00,0.8,0.6
WRONG_WAY,Indiranagar-100ft-road,77.63821771881595,12.97830928709476,Motorbike,2024-01-03 17:14:00,0.75,0.8
SPEED_VIOLATION,Silk-board-junction,77.62330696866479,12.919578762998055,Motorbike,2024-01-03 17:40:00,0.95,0.8
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.6129393173096,12.935664241775394,Motorbike,2024-01-03 17:43:00,0.8,0.8
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.63949661015327,12.97720472222999,Car,2024-01-03 18:03:00,0.75,0.5
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61111679914461,12.934577955587757,Auto,2024-01-03 18:11:00,0.8,0.6
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59336441551783,13.036302319315759,Truck,2024-01-03 18:12:00,0.85,0.4
RED_LIGHT_VIOLATION,Silk-board-junction,77.62187948517649,12.917319550257604,Motorbike,2024-01-03 18:48:00,0.95,0.8
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61134306817891,12.935748107601993,Motorbike,2024-01-03 18:51:00,0.8,0.8
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59537476563311,12.911227610769695,Motorbike,2024-01-03 19:00:00,0.7,0.8
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59148729899688,13.036921023240971,Car,2024-01-03 19:30:00,0.85,0.5
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66923789081937,12.837942245012089,Bus,2024-01-03 19:34:00,0.4,0.3
RED_LIGHT_VIOLATION,Silk-board-junction,77.62276602868695,12.917107877109677,Auto,2024-01-03 19:38:00,0.95,0.6
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64104546097627,12.979329597535608,Bus,2024-01-03 19:44:00,0.75,0.3
SPEED_VIOLATION,Hebbal-flyover,77.59232128040607,13.034698146122574,Truck,2024-01-03 21:10:00,0.85,0.4
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.6125035947243,12.934910728282857,Motorbike,2024-01-03 21:11:00,0.8,0.8
WRONG_WAY,Indiranagar-100ft-road,77.642390559211,12.977147054025526,Car,2024-01-03 21:13:00,0.75,0.5
RED_LIGHT_VIOLATION,Silk-board-junction,77.62230625362851,12.91731981605952,Car,2024-01-03 21:20:00,0.95,0.5
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66995387194748,12.838247783636554,Auto,2024-01-03 21:43:00,0.4,0.6
SPEED_VIOLATION,Electronic-city-toll,77.66956996930934,12.838593842495245,Motorbike,2024-01-03 22:36:00,0.4,0.8
WRONG_WAY,JPnagar-8thmain-9thcross,77.59422455061875,12.909713941803814,Car,2024-01-03 22:39:00,0.7,0.5
RED_LIGHT_VIOLATION,Silk-board-junction,77.62236895756978,12.918427435144274,Motorbike,2024-01-03 23:09:00,0.95,0.8
WRONG_WAY,Silk-board-junction,77.62184350965832,12.91626000948292,Motorbike,2024-01-04 00:10:00,0.95,0.8
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75133962749739,12.970642427750619,Auto,2024-01-04 02:48:00,0.5,0.6
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59411623244532,12.910525184155299,Auto,2024-01-04 02:53:00,0.7,0.6
RED_LIGHT_VIOLATION,MG-Road-brigade,77.6074313664563,12.97530458453603,Motorbike,2024-01-04 03:10:00,0.9,0.8
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59418186244213,12.91188939729889,Auto,2024-01-04 04:53:00,0.7,0.6
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60628255109222,12.975267570282815,Car,2024-01-04 05:17:00,0.9,0.5
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61270423721447,12.936720969062483,Truck,2024-01-04 05:28:00,0.8,0.4
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59142540742465,13.036311968731335,Truck,2024-01-04 06:10:00,0.85,0.4
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59615819762979,12.91079009416994,Truck,2024-01-04 06:15:00,0.7,0.4
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59230553796658,12.909731943537109,Auto,2024-01-04 06:40:00,0.7,0.6
RED_LIGHT_VIOLATION,Whitefield-main-road,77.74976091069927,12.969951353636551,Car,2024-01-04 07:00:00,0.5,0.5
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61215729629843,12.934748806969992,Auto,2024-01-04 07:01:00,0.8,0.6
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61227640396555,12.935836394874247,Bus,2024-01-04 07:44:00,0.8,0.3
SPEED_VIOLATION,Hebbal-flyover,77.5905388003897,13.036093037302242,Truck,2024-01-04 07:47:00,0.85,0.4
RED_LIGHT_VIOLATION,Silk-board-junction,77.62414059797464,12.916539639187482,Car,2024-01-04 07:47:00,0.95,0.5
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.595915841807,12.910884008802109,Auto,2024-01-04 08:08:00,0.7,0.6
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64186323207353,12.978200344326366,Motorbike,2024-01-04 08:22:00,0.75,0.8
WRONG_WAY,Electronic-city-toll,77.6700915629331,12.838896510805418,Auto,2024-01-04 08:42:00,0.4,0.6
RED_LIGHT_VIOLATION,Silk-board-junction,77.62164973113838,12.917050961799182,Motorbike,2024-01-04 08:46:00,0.95,0.8
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59132867003312,13.034716385919698,Truck,2024-01-04 08:59:00,0.85,0.4
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59122300655825,13.036143477327567,Truck,2024-01-04 09:09:00,0.85,0.4
RED_LIGHT_VIOLATION,Hebbal-flyover,77.58975256210269,13.034846850641923,Auto,2024-01-04 09:17:00,0.85,0.6
SPEED_VIOLATION,Silk-board-junction,77.62253254128555,12.917572609972025,Auto,2024-01-04 09:21:00,0.95,0.6
RED_LIGHT_VIOLATION,MG-Road-brigade,77.6069934045049,12.975262214408014,Motorbike,2024-01-04 09:23:00,0.9,0.8
RED_LIGHT_VIOLATION,Silk-board-junction,77.6240041809365,12.918173036506904,Auto,2024-01-04 09:23:00,0.95,0.6
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.640534487592,12.975714087467214,Auto,2024-01-04 09:33:00,0.75,0.6
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60555517961993,12.972763626491409,Motorbike,2024-01-04 10:01:00,0.9,0.8
RED_LIGHT_VIOLATION,Silk-board-junction,77.622176987142,12.918410149216863,Motorbike,2024-01-04 10:07:00,0.95,0.8
SPEED_VIOLATION,Koramangala-5thblock,77.6112030591159,12.934572225053861,Auto,2024-01-04 11:02:00,0.8,0.6
SPEED_VIOLATION,Hebbal-flyover,77.59041772633573,13.03571094317464,Car,2024-01-04 11:17:00,0.85,0.5
SPEED_VIOLATION,Whitefield-main-road,77.7502545881362,12.96926785698241,Motorbike,2024-01-04 11:18:00,0.5,0.8
RED_LIGHT_VIOLATION,Silk-board-junction,77.62170286853808,12.917418008153033,Auto,2024-01-04 11:20:00,0.95,0.6
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61264699451327,12.934784875496028,Truck,2024-01-04 12:18:00,0.8,0.4
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75236752990197,12.97054223218204,Car,2024-01-04 12:52:00,0.5,0.5
SPEED_VIOLATION,Koramangala-5thblock,77.61308899153634,12.933566845490153,Car,2024-01-04 13:02:00,0.8,0.5
RED_LIGHT_VIOLATION,Electronic-city-toll,77.67153438201053,12.842509213864421,Car,2024-01-04 13:03:00,0.4,0.5
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61138066460617,12.935475912444279,Auto,2024-01-04 13:13:00,0.8,0.6
SPEED_VIOLATION,Hebbal-flyover,77.59213680615079,13.035393667893699,Motorbike,2024-01-04 13:29:00,0.85,0.8
SPEED_VIOLATION,MG-Road-brigade,77.60472373918003,12.975481933687089,Motorbike,2024-01-04 14:35:00,0.9,0.8
SPEED_VIOLATION,Hebbal-flyover,77.58981662917718,13.036113783890249,Motorbike,2024-01-04 15:13:00,0.85,0.8
SPEED_VIOLATION,Koramangala-5thblock,77.61275477006456,12.936095430682526,Motorbike,2024-01-04 15:47:00,0.8,0.8
