alertType,junctionName,coordinates_long,coordinates_lat,vehicleType,observationDateTime,junction_risk_score,vehicle_risk_score,hour,day_of_week,month,is_weekend,is_peak_hour,is_night,hour_sin,hour_cos,day_sin,day_cos,junctionName_encoded,vehicleType_encoded,alertType_encoded,coords_long_scaled,coords_lat_scaled
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61184221059594,12.935922150237433,Car,2024-01-01 13:21:00,0.8,0.5,13,0,1,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,4,2,0,-0.36349373295968307,-0.32595667922240323
WRONG_WAY,Silk-board-junction,77.62385991858667,12.916816256969954,Motorbike,2024-01-01 13:35:00,0.95,0.8,13,0,1,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6,3,2,-0.08635020125136493,-0.7063153389526954
SPEED_VIOLATION,Koramangala-5thblock,77.6102840974299,12.935077201028284,Car,2024-01-01 15:20:00,0.8,0.5,15,0,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,4,2,1,-0.3994257913830308,-0.3427778633582559
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59133613701354,13.034433835468809,Motorbike,2024-01-01 15:44:00,0.85,0.8,15,0,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,3,0,-0.8363897010158768,1.635206404743791
WRONG_WAY,Hebbal-flyover,77.5900842821813,13.037923944983415,Bus,2024-01-01 16:06:00,0.85,0.3,16,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1,1,2,-0.8652590552773252,1.7046872376314757
RED_LIGHT_VIOLATION,Electronic-city-toll,77.669803444448,12.838814293210902,Car,2024-01-01 16:07:00,0.4,0.5,16,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,2,0,0.9731655588380893,-2.2591724588144397
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60701590420116,12.974303229864052,Truck,2024-01-01 16:09:00,0.9,0.4,16,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,5,4,0,-0.4747944568902062,0.43813091413975813
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75050148675894,12.970303750143664,Motorbike,2024-01-01 16:34:00,0.5,0.8,16,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,7,3,0,2.8341643836756805,0.35850957821119034
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64273975968638,12.977382625788794,Bus,2024-01-01 16:54:00,0.75,0.3,16,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,2,1,0,0.34904279086469,0.49943529233950773
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59454248577565,12.910708874622792,Car,2024-01-01 17:07:00,0.7,0.5,17,0,1,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,3,2,0,-0.7624472470551386,-0.8279006389177609
RED_LIGHT_VIOLATION,Silk-board-junction,77.6225792103672,12.91704153899242,Auto,2024-01-01 17:16:00,0.95,0.6,17,0,1,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6,0,0,-0.11588495108094377,-0.7018304417051837
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64304436037875,12.97911266184755,Auto,2024-01-01 17:30:00,0.75,0.6,17,0,1,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,2,0,0,0.3560672677208742,0.5338767176830509
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61222266318133,12.935116210415895,Motorbike,2024-01-01 19:10:00,0.8,0.8,19,0,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,4,3,0,-0.35472001560495414,-0.34200126745765275
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59421054936232,12.91075506674828,Auto,2024-01-01 19:26:00,0.7,0.6,19,0,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,3,0,0,-0.770102120177725,-0.8269810496216833
RED_LIGHT_VIOLATION,Silk-board-junction,77.62219436248365,12.919338730616724,Truck,2024-01-01 19:36:00,0.95,0.4,19,0,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,6,4,0,-0.12476002956515576,-0.656098126804664
SPEED_VIOLATION,Silk-board-junction,77.62251145716272,12.917628484267714,Car,2024-01-01 20:50:00,0.95,0.5,20,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,6,2,1,-0.11744742558868616,-0.6901455801223907
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59674134996015,12.910951306142367,Truck,2024-01-01 22:03:00,0.7,0.4,22,0,1,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,3,4,0,-0.7117386605001199,-0.8230743307953793
RED_LIGHT_VIOLATION,Whitefield-main-road,77.7494861182083,12.96975400809623,Auto,2024-01-01 22:38:00,0.5,0.6,22,0,1,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,7,0,0,2.8107487018895436,0.3475653556390118
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61297732109512,12.935934267421802,Auto,2024-01-01 22:45:00,0.8,0.6,22,0,1,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,4,0,0,-0.3373166505356693,-0.3257154512441198
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75008612569765,12.968061089417118,Truck,2024-01-01 23:23:00,0.5,0.4,23,0,1,0,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,7,4,0,2.824585632756815,0.31386286024638166
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75306291191399,12.97070182194444,Car,2024-01-02 02:12:00,0.5,0.5,2,1,1,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7,2,0,2.8932340843394417,0.36643436113024797
WRONG_WAY,Silk-board-junction,77.62252051211681,12.916699207514837,Auto,2024-01-02 02:26:00,0.95,0.6,2,1,1,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,6,0,2,-0.11723860690559877,-0.7086455505396183
WRONG_WAY,Hebbal-flyover,77.59206402209685,13.034950715211195,Motorbike,2024-01-02 04:00:00,0.85,0.8,4,1,1,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,3,2,-0.8196037512473244,1.6454964070642046
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61201434990491,12.934432593845148,Auto,2024-01-02 04:37:00,0.8,0.6,4,1,1,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,4,0,0,-0.35952398298146593,-0.3556106537856552
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.63984219483656,12.976423355831402,Auto,2024-01-02 06:19:00,0.75,0.6,6,1,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,2,0,0,0.2822212840972337,0.48033821950418465
RED_LIGHT_VIOLATION,Silk-board-junction,77.62396506592697,12.91802242637817,Auto,2024-01-02 06:22:00,0.95,0.6,6,1,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,6,0,0,-0.0839253707212136,-0.6823030107618949
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60630888060189,12.974302381637427,Truck,2024-01-02 06:34:00,0.9,0.4,6,1,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,5,4,0,-0.4910993144766465,0.4381140277090798
RED_LIGHT_VIOLATION,Silk-board-junction,77.62394888099216,12.917105941459226,Car,2024-01-02 07:05:00,0.95,0.5,7,1,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,6,2,0,-0.0842986157689775,-0.7005483223289815
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.6124986947168,12.936849214784298,Auto,2024-01-02 07:11:00,0.8,0.6,7,1,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,4,0,0,-0.3483543796064646,-0.3075007492330367
SPEED_VIOLATION,Electronic-city-toll,77.6705652217485,12.84068714903852,Motorbike,2024-01-02 07:28:00,0.4,0.8,7,1,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,3,1,0.9907331059611801,-2.2218877884518604
RED_LIGHT_VIOLATION,Silk-board-junction,77.62097475643306,12.91692035856332,Auto,2024-01-02 07:54:00,0.95,0.6,7,1,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,6,0,0,-0.15288568617254414,-0.7042428924057321
RED_LIGHT_VIOLATION,MG-Road-brigade,77.6064578983147,12.97584068135566,Auto,2024-01-02 08:16:00,0.9,0.6,8,1,1,0,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,5,0,0,-0.4876627777220171,0.46873838067175044
RED_LIGHT_VIOLATION,Silk-board-junction,77.62382653783864,12.917998843844686,Car,2024-01-02 08:35:00,0.95,0.5,8,1,1,0,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,6,2,0,-0.08712000348061501,-0.6827724900321842
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59122446012194,13.036154821044445,Motorbike,2024-01-02 09:04:00,0.85,0.8,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1,3,0,-0.8389651112499941,1.6694676537626083
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61120837266951,12.93495475784225,Truck,2024-01-02 09:19:00,0.8,0.4,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,4,4,0,-0.378110836453684,-0.34521545292711775
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.6409711154135,12.978496410881204,Car,2024-01-02 09:23:00,0.75,0.5,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,2,2,0,0.30825561909306837,0.5216084406475238
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59134107866642,13.037173152515027,Bus,2024-01-02 09:28:00,0.85,0.3,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1,1,0,-0.8362757402563538,1.6897405186786554
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59182520223716,13.03733163069664,Motorbike,2024-01-02 09:30:00,0.85,0.8,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1,3,0,-0.8251112389818667,1.69289549017937
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66940859006489,12.840009453986127,Motorbike,2024-01-02 09:42:00,0.4,0.8,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0,3,0,0.9640597178301359,-2.235379289646022
SPEED_VIOLATION,Whitefield-main-road,77.75023299445506,12.969379487955289,Bus,2024-01-02 09:48:00,0.5,0.3,9,1,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,7,1,1,2.827972611884456,0.3401094373599781
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59502171428834,12.910693050856816,Bus,2024-01-02 10:04:00,0.7,0.3,10,1,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,3,1,0,-0.7513956320047382,-0.828215657238766
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59206609937242,13.034541909538529,Motorbike,2024-01-02 10:10:00,0.85,0.8,10,1,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,3,0,-0.8195558466479143,1.6373579350457172
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59462106988614,12.90886009539349,Truck,2024-01-02 10:20:00,0.7,0.4,10,1,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,3,4,0,-0.7606349981690688,-0.8647059942052601
SPEED_VIOLATION,MG-Road-brigade,77.60603022948855,12.975197145783705,Car,2024-01-02 10:20:00,0.9,0.5,10,1,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,5,2,1,-0.497525361250564,0.45592692379764593
RED_LIGHT_VIOLATION,Silk-board-junction,77.62195779727182,12.918314937317747,Truck,2024-01-02 10:22:00,0.95,0.4,10,1,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,6,4,0,-0.13021552227125285,-0.6764797253820237
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64046313227503,12.9771070220081,Truck,2024-01-02 10:44:00,0.75,0.4,10,1,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2,4,0,0.2965408860379721,0.4939485933836669
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.6104718898876,12.935098233342702,Motorbike,2024-01-02 11:21:00,0.8,0.8,11,1,1,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,4,3,0,-0.39509506001581013,-0.342359153653816
SPEED_VIOLATION,Koramangala-5thblock,77.61313644508095,12.934096124002384,Bus,2024-01-02 11:48:00,0.8,0.3,11,1,1,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,4,1,1,-0.3336470503549375,-0.36230906964310367
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60676006500081,12.975659926332396,Car,2024-01-02 12:02:00,0.9,0.5,12,1,1,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,5,2,0,-0.4806944321258252,0.4651399235137622
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75076318479155,12.967770628244676,Car,2024-01-02 12:25:00,0.5,0.5,12,1,1,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,7,2,0,2.8401994709865397,0.3080803814736236
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59570375612036,12.909961193540124,Auto,2024-01-02 13:58:00,0.7,0.6,13,1,1,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,3,0,0,-0.7356668855378572,-0.842785416641993
SPEED_VIOLATION,Hebbal-flyover,77.59264879144756,13.032443852845478,Bus,2024-01-02 14:30:00,0.85,0.3,14,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,1,1,-0.8061182311119314,1.5955899831036247
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59158019952825,13.03687441005842,Auto,2024-01-02 14:30:00,0.85,0.6,14,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,0,0,-0.8307613110319847,1.6837931767350538
WRONG_WAY,Whitefield-main-road,77.75211533850262,12.969261144391812,Bus,2024-01-02 14:37:00,0.5,0.3,14,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,7,1,2,2.8713818441301258,0.33775346276294754
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59103887034068,13.035137988569364,Bus,2024-01-02 14:37:00,0.85,0.3,14,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,1,0,-0.8432450461148745,1.6492246307341965
SPEED_VIOLATION,MG-Road-brigade,77.60531535653065,12.974242225121971,Car,2024-01-02 14:41:00,0.9,0.5,14,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,5,2,1,-0.5140112349652454,0.4369164364071398
SPEED_VIOLATION,MG-Road-brigade,77.60817449554936,12.9749786339599,Auto,2024-01-02 15:11:00,0.9,0.6,15,1,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,5,0,1,-0.44807587641757424,0.4515768071465109
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.6112816223573,12.93453881152196,Car,2024-01-02 15:35:00,0.8,0.5,15,1,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,4,2,0,-0.3764216060958188,-0.35349608041154573
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59572295090076,12.909859008591386,Auto,2024-01-02 15:48:00,0.7,0.6,15,1,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,0,0,-0.7352242296473632,-0.8448197067744764
SPEED_VIOLATION,Hebbal-flyover,77.59366663491583,13.033749733794217,Car,2024-01-02 16:00:00,0.85,0.5,16,1,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,2,1,-0.782645474597826,1.6215873610055975
RED_LIGHT_VIOLATION,Electronic-city-toll,77.67116742844226,12.841351119091964,Auto,2024-01-02 16:03:00,0.4,0.6,16,1,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,1.0046207532608653,-2.208669523485456
RED_LIGHT_VIOLATION,Silk-board-junction,77.62287630859564,12.918198088474083,Car,2024-01-02 16:16:00,0.95,0.5,16,1,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,6,2,0,-0.1090334905233454,-0.6788059432115107
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59477157339289,12.911442900734256,Motorbike,2024-01-02 18:19:00,0.7,0.8,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,3,3,1,-0.7571641971289681,-0.8132877033143301
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66889551687004,12.839420012186794,Car,2024-01-02 18:23:00,0.4,0.5,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,2,0,0.9522276016432615,-2.2471138518381424
RED_LIGHT_VIOLATION,Hebbal-flyover,77.5916795095482,13.03593294059828,Motorbike,2024-01-02 18:23:00,0.85,0.8,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,3,0,-0.8284710964849489,1.665050474835542
RED_LIGHT_VIOLATION,Silk-board-junction,77.62199453158368,12.91616122735392,Car,2024-01-02 18:42:00,0.95,0.5,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,6,2,0,-0.12936838262263467,-0.7193556183759283
RED_LIGHT_VIOLATION,Whitefield-main-road,77.74975507442115,12.969040508062168,Car,2024-01-02 18:52:00,0.5,0.5,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,7,2,0,2.8169511720079274,0.33336105161230256
SPEED_VIOLATION,Hebbal-flyover,77.59064845917867,13.034445048202844,Truck,2024-01-02 18:52:00,0.85,0.4,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,4,1,-0.8522484208301557,1.6354296269941166
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61185656708602,12.93429772852141,Bus,2024-01-02 18:58:00,0.8,0.3,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,4,1,0,-0.3631626541576484,-0.35829554232048016
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61173636057357,12.935225513990416,Bus,2024-01-02 19:11:00,0.8,0.3,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,4,1,0,-0.36593476822632814,-0.3398252602683398
